Year,Title,Duration,URL,Description
2021,Spring Blossoms: Margaret Armstrong’s Decorated Publishers’ Bindings,"February 15, 2020–January 31, 2022",https://www.metmuseum.org/exhibitions/spring-blossoms,"Margaret Armstrong (1867–1944) was an author, book cover designer, field collector, and botanical illustrator. She was among the most influential designers of her time and a source of inspiration for other female book cover designers and future generations including Amy M. Sacker, Lee Thayer, and Marion Louise Peabody. Armstrong’s first book cover design,Sweet Williamby Marguerite Bouvet, was published in 1890. Early in her career she met reluctance placing her designs with publishers, as the field of book cover design was dominated by men. To surmount this challenge, she signed her early submissions “M.N. Armstrong.” However, the years 1892–93 were groundbreaking for women book cover designers: several important exhibitions in prominent clubs and at the World’s Columbian Exposition featured women designers and paved the way for the success they enjoyed during the next decades. As Armstrong’s career as a book designer progressed, her designs became more fluid and individualized, reflecting the book’s subject. With her increasingly colorful, striking book covers, she was in demand as a designer and worked for twenty-one different publishers producing approximately 270 book cover designs. Spring Blossoms: Margaret Armstrong’s Decorated Publishers’ Bindings, Watson Library’s first online exhibition, presents a selection of books with covers designed by Armstrong from the 1890s to 1913. The exhibit highlights four themes: designs that invoke the patterns of stained glass, the lavender series of publications by Myrtle Reed, designs featuring flowers and plant forms, and lesser-known book covers. "
2021,Surrealism Beyond Borders,"October 11, 2021–January 30, 2022",https://www.metmuseum.org/exhibitions/surrealism-beyond-borders," A telephone receiver that morphs into a lobster. A miniature train that rushes from a fireplace. These are just a few of the familiar images associated with Surrealism, a revolutionary idea sparked in Paris around 1924 that asserted the unconscious and dreams over the familiar and every day. While Surrealism could generate often poetic and even humorous works, it was also taken up as a far more serious weapon in the struggle for political, social, and personal freedom, and by many more artists around the world. Nearly from its inception, Surrealism has had an international scope, but knowledge of the movement has been formed primarily through a Western European focus. This exhibition reconsiders the true “movement” of Surrealism across boundaries of geography and chronology—and within networks that span Eastern Europe to the Caribbean, Asia to North Africa, and Australia to Latin America. Including almost eight decades of work produced across 45 countries,Surrealism Beyond Bordersoffers a fresh appraisal of these collective concerns and exchanges—as well as historical, national, and local distinctions—that will recast appreciation of this most revolutionary and globe-spanning movement. #SurrealismBeyond To access the booklet of all in-gallery labels, clickhere.   The exhibition is made possible by the Barrie A. and Deedee Wigmore Foundation. Additional support is provided by the Placido Arango Fund, the Gail and Parker Gilbert Fund, Alice Cary Brown and W.L. Lyons Brown, the John Pritzker Family Fund, and The International Council of The Metropolitan Museum of Art. This exhibition is supported by an indemnity from the Federal Council on the Arts and the Humanities. It is organized by The Metropolitan Museum of Art and Tate Modern. The catalogue is made possible by The Andrew W. Mellon Foundation and the Doris Duke Fund for Publications. "
2021,Relative Values: The Cost of Art in the Northern Renaissance,"August 7, 2017–January 23, 2022",https://www.metmuseum.org/exhibitions/relative-values-northern-renaissance,"Bringing together sixty-two masterpieces of sixteenth-century northern European art from The Met collection and one important loan, this exhibition revolves around questions of historical worth, exploring relative value systems in the Renaissance era. Organized in six sections—raw materials, virtuosity, technological advances, fame, market, and paragone—tapestry, stained and vessel glass, sculpture, paintings, precious metal-work, and enamels are juxtaposed with pricing data from sixteenth-century documents. What did a tapestry cost in the sixteenth century? Goldsmiths' work? Stained glass? How did variables like raw materials, work hours, levels of expertise and artistry, geography, and rarity, affect this? Did production cost necessarily align with perceived market valuation in inventoried collections? Who assigned these values? By exploring different sixteenth-century yardsticks of gauging worth, by probing extrinsic versus intrinsic value, and by presenting works of different media and function side-by-side, the exhibition captures a sense of the splendor and excitement of this era. Marquee: Left: Follower of Quentin Metsys (Netherlandish, 1466–1530), with the Master of the Liège Disciples at Emmaus (Netherlandish, active mid-sixteenth century). The Rest on the Flight into Egypt (detail), ca. 1540. Oil on panel, 37 1/2 x 30 1/4 in. (95.3 x 76.8 cm). The Metropolitan Museum of Art, New York, The Friedsam Collection, Bequest of Michael Friedsam, 1931 (32.100.52). Right: Circle of Jacques du Broeucq (Northern French or Flemish, ca. 1500–1584). Charity (detail), ca. 1550. Alabaster, traces of gilding, 54 3/4 x 17 1/2 x 12 3/8 in. (139.1 x 44.5 x 31.4 cm). The Metropolitan Museum of Art, New York, Purchase, Josephine Bay Paul and C. Michael Paul Foundation Inc. Gift and Charles Ulrick and Josephine Bay Foundation Inc. Gift, 1965 (65.110)"
2021,Celebrating the Year of the Ox,"January 30, 2021–January 17, 2022",https://www.metmuseum.org/exhibitions/year-of-the-ox,"The traditional East Asian lunar calendar consists of a repeating 12–year cycle, with each year corresponding to one of the 12 animals in the Chinese zodiac. The association of these creatures with the Chinese calendar began in the third century B.C. and became firmly established by the first century A.D. The 12 animals are, in sequence: rat, ox, tiger, rabbit, dragon, snake, horse, ram, monkey, rooster, dog, and pig. Each is believed to embody certain traits that are manifested in the personalities of the people born in that year. This Lunar New Year, which begins on February 12, 2021, is the Year of the Ox. In celebration of the Year of the Ox, this exhibition presents depictions of oxen and water buffalo (considered the same category of animals in China) created by artists in the last 3,000 years. Particularly notable are a massive eighteenth-century jade sculpture of a water buffalo and a remarkable eighth-century set of ceramic Chinese zodiac figures, illustrating the important role that the animals play in the life of humans. The exhibition is made possible by the Joseph Hotung Fund."
2021,"Selections from the Department of Drawings and Prints: Revolution, Resistance, and Activism","July 29, 2021–January 17, 2022",https://www.metmuseum.org/exhibitions/drawings-and-prints-revolution-resistance-activism,"The Department of Drawings and Prints boasts more than one million drawings, prints, and illustrated books made in Europe and the Americas from around 1400 to the present day. Because of their number and sensitivity to light, the works can only be exhibited for a limited period and are usually housed in on-site storage facilities. To highlight the vast range of works on paper, the department organizes four rotations a year in the Robert Wood Johnson, Jr. Gallery. Each installation is the product of a collaboration among curators and consists of up to one hundred objects grouped by artist, technique, style, period, or subject.For centuries, art has played a role in revolutions, protests, and social activist movements. This installation explores how artists from the eighteenth century to the present have mobilized works on paper to promote causes or ideals, record or respond to events, and sway public opinion. The drawings, prints, and posters on view relate to the American, French, Haitian, Mexican, and Russian revolutions, the abolition of slavery, and campaigns for and against the dominant political systems of the twentieth and twenty-first centuries. As this grouping demonstrates, artists have turned to printmaking, in particular, to call attention to racial, gender, and economic injustices.  A selection of prints investigate the role art has played in revolutions, protests, and social activist movements from the eighteenth century to the present. Read more on Perspectives."
2021,"Modern Times: British Prints, 1913–1939","November 1, 2021–January 9, 2022",https://www.metmuseum.org/exhibitions/modern-times,"During the tumultuous years between 1913 and 1939, numerous British artists and expatriates linked to Vorticism, Futurism, and the Grosvenor School of Modern Art turned to printmaking to convey the vibrancy and innovation, as well as the destruction and turmoil, of contemporary life.Modern Times: British Prints, 1913–1939will feature more than 100 outstanding and rare works on paper made during this period. Their subjects—which included factories and underground trains, war-torn landscapes and “dazzle ships,” leisure activities, and the countryside as both idealized rural landscape and one transformed by urban expansion—reveal an interest in speed, motion, labor, industrialization, technology, and modernity broadly considered. In addition to traditional printmaking methods, artists embraced new techniques, such as the color linocut, which represented the artists’ democratic aspirations for both art making and collecting.The exhibition will celebrate the transformative acquisition of British modernist works on paper from the collection of Leslie and Johanna Garfield, the most significant collection of its kind. Featured artists include Sybil Andrews, Claude Flight, Christopher Richard Wynne Nevinson, Cyril Power, and Edward Wadsworth, as well as international artists who worked or studied in Britain, such as Edward McKnight Kauffer and Lill Tschudi. Visitors will gain a greater and more comprehensive understanding of the artists’ oeuvres, printmaking, and British modernism as a whole in the years bracketed by two world wars.#BritishPrints  Take a closer look at objects from the exhibitionModern Times: British Prints, 1913–1939with curator of Drawings and Prints, Jennifer Farrell."
2021,Christmas Tree and Neapolitan Baroque Crèche,"November 23, 2021–January 9, 2022",https://www.metmuseum.org/exhibitions/christmas-tree-2021,"The Met continues a longstanding holiday tradition with the presentation of its Christmas tree. The magnificently lit, twenty-foot blue spruce looms over a vivid eighteenth-century Neapolitan Nativity scene, surrounded by an abundant array of lifelike figures with silk-robed angels hovering above. The scene describes in detail the Mediterranean harbor town's multicultural population. The installation is set in front of the eighteenth-centurySpanish choir screen from the Cathedral of Valladolidin the Museum's Medieval Sculpture Hall. Please note: There are no tree-lighting ceremonies scheduled this year. #MetChristmasTree The exhibit of the crèche is made possible by the Loretta Hines Howard Fund."
2021,Gifts in Celebration of the Museum’s Anniversary,"January 1, 2020–December 31, 2021",https://www.metmuseum.org/exhibitions/gifts-in-celebration-of-the-museums-anniversary,"The Met’s 150th anniversary is an exciting opportunity to further evolve the institution’s encyclopedic collection in all curatorial areas, with an eye toward presenting multiple historical narratives. The Museum has received exceptional gifts from more than 150 generous collectors and supporters in honor of the anniversary, ranging from important individual artworks to large collections comprising many dozens of objects. Individual works will be displayed at various points throughout the galleries of The Met Fifth Avenue and The Met Cloisters. Special labels will identify the objects on view in the galleries, and their gallery locations will be continually updated on this page. Exhibitions dedicated to 150th anniversary gifts include:  Aesthetic Splendors: Highlights from the Gift of Barrie and Deedee Wigmore, December 2, 2019–closing dates to be announced 2020 Vision: Photographs,1840s–1860s:December 3, 2019–December 13, 2020 Photography's Last Century: The Ann Tenenbaum and Thomas H. Lee Collection, March 10, 2020–November 30, 2020 Art of Native America: The Charles and Valerie Diker Collection, ongoing Individual gifts on view throughout The Met’s two locations are featured below."
2021,Jules Tavernier and the Elem Pomo,"August 16–November 28, 2021",https://www.metmuseum.org/exhibitions/jules-tavernier,"Jules Tavernier and the Elem Pomoexplores the intercultural exchange between French-born and -trained American artist Jules Tavernier (1844–1889) and the Indigenous Pomo community of Elem at Clear Lake in Northern California. Investigating Tavernier’s life and career, the exhibition is centered around his rediscovered masterworkDance in a Subterranean Roundhouse at Clear Lake, California(1878), which depicts a ceremonial dance of the Elem Pomo known asmfom Xe, or “people dance,” in an underground roundhouse. Commissioned by San Francisco’s leading banker, Tiburcio Parrott, as a gift for his Parisian business partner, Baron Edmond de Rothschild, the work celebrates the rich vitality of Elem Pomo culture, while also exposing the threat posed by White settlers, including Parrott, who was then operating a toxic mercury mine on the community’s ancestral homelands. Designated a Superfund site by the Environmental Protection Agency in 1990, the mine continues to negatively impact the lives of the sovereign people of the present-day Elem Indian Colony. The exhibition brings together approximately 60 works by a range of artists—paintings, prints, watercolors, and photographs—to tell the story of Tavernier’s travels through Nebraska, Wyoming, California, and the Hawaiian Islands, incorporating a multiplicity of voices and perspectives, including those of Pomo cultural leaders and curators, who offer new interpretations. Major paintings by Tavernier will be shown alongside examples of 19th- to 21st-century Pomo basketry and regalia, including works by weaver Clint McKay (Dry Creek Pomo/Wappo/Wintun, born 1965), to celebrate the resiliency of Indigenous Pomo peoples and highlight their continued cultural presence today. The exhibition is presented in collaboration with Elem Pomo cultural leader and regalia maker Robert Joseph Geary and Dry Creek Pomo/Bodega Miwok scholar Sherrie Smith-Ferri, Ph.D. Accompanied by an issue ofThe Metropolitan Museum of Art Bulletin. #TavernierElemPomo   The exhibition is made possible by Jan and Warren Adelson and The Mr. and Mrs. Raymond J. Horowitz Foundation for the Arts.It is organized by The Metropolitan Museum of Art and the Fine Arts Museums of San Francisco.ThisBulletinis made possible by the William Cullen Bryant Fellows of The Metropolitan Museum of Art.The Met's quarterlyBulletinprogram is supported in part by the Lila Acheson Wallace Fund for The Metropolitan Museum of Art, established by the cofounder ofReader's Digest.   Learn about Clear Lake and Elem Pomo roundhouses, the importance of the landscape and natural materials in Pomo basketry, and the environmental and cultural impact of mining and land loss—as well as the continuum of Pomo ceremony at the site. Narrated by Elem Pomo cultural leader and regalia maker Robert Joseph Geary, Dry Creek Pomo/Bodega Miwok scholar Sherrie Smith-Ferri, PhD, and Eastern Pomo artist and curator Meyo Marrufo."
2021,"The Roof Garden Commission: Alex Da Corte,As Long as the Sun Lasts","April 16–October 31, 2021",https://www.metmuseum.org/exhibitions/roof-commission-alex-da-corte,"In the event of inclement weather, the Cantor Roof Garden will be closed. Alex Da Corte (American, born 1980) has been commissioned to create a site-specific installation for The Met’s Iris and B. Gerald Cantor Roof Garden. The Roof Garden Commission: Alex Da Corte,As Long as the Sun Lastswill be on view from April 16 through October 31, 2021. It is the ninth in a series of site-specific commissions for the outdoor space. Alex Da Corte was born in Camden, New Jersey, and lives and works in Philadelphia. After training as an animator at the School of Visual Arts in New York City, he received a BFA in Printmaking/Fine Arts from the University of the Arts in Philadelphia and an MFA from Yale University. Working across a range of media including film, performance, painting, installation, and sculpture, Da Corte’s practice is invested in deconstructing and reinventing those objects and cultural icons that are not only familiar and beloved, but also contested. His work was included in the 2019 Venice Biennale and the 2018 Carnegie International in Pittsburgh. Museums that have mounted solo exhibitions include the Prada Rong Zhai (2020), Kölnischer Kunstverein in Cologne (2018), Secession in Vienna (2017), MASS MoCA in North Adams, Massachusetts (2016), and the Museum Boijmans Van Beuningen in Rotterdam (2015). In March 2020, Da Corte reinvented Allan Kaprow’s performance Chicken (1962) as part ofInvisible City: Philadelphia and the Vernacular Avant-Garde. Accompanied by a catalogue. #CantorRoof Supported by  Additional support is provided by Cynthia Hazen Polsky and Leon B. Polsky. The catalogue is made possible by the Mary and Louis S. Myers Foundation Endowment Fund."
2021,"The Facade Commission: Carol Bove,The séances aren’t helping","March 1–October 26, 2021",https://www.metmuseum.org/exhibitions/facade-commission-carol-bove,"Created by the artist Carol Bove (born 1971),The séances aren’t helpingis the second commission to be featured on the facade of The Met Fifth Avenue. Working improvisationally, Bove sculpts at scale and in the round, without any preparatory drawings. For this commission, she used a one-to-one mock-up of the Museum’s empty niches to construct four abstract sculptures made of sandblasted, contorted stainless-steel tubes and five-foot-wide reflective aluminum disks. Despite the weight and heft of these sculptures, they appear astoundingly lithe and supple, almost mercurial—an effect Bove achieves by pushing her materials to their physical limits. Projecting outward from the niches, the works confound perception. For her sculptures, Bove chose a series of nonrepresentational forms that resonate with modernist styles such as Art Deco and abstraction—a stark contrast to the traditional figurative sculptures that the architect Richard Morris Hunt intended to feature (yet never realized) on the facade, which was completed in 1902. Bove based the size of the aluminum disks on the diameter of the columns that flank the Museum’s niches and the medallion portraits that adorn the spandrels of the arches. The differing orientations result in a playful rhythmic pattern, yielding a frisson of delight that might throw us slightly off balance. By astutely engaging the Museum’s 119-year-old facade, reimagining its history, and retooling some of its architectural and design elements, the artist subtly calls for us to reevaluate and reckon with the legacies of tradition. As the title—The séances aren’t helping—suggests and Bove’s works demonstrate, grappling with the past can be a challenging yet powerful exercise. #MetFacade #MetCarolBove The exhibition is made possible by the Director’s Fund, the Diane W. and James E. Burke Fund, Helene and Johannes Huth, and Cynthia Hazen Polsky and Leon B. Polsky. Additional support is provided by the John & Amy Griffin Foundation, Inc. and the Speyer Family Foundation. Education programs are sponsored by David Zwirner.  Go behind the scenes with artist Carol Bove, who discusses the inspiration and making ofThe séances aren’t helping."
2021,P.S. Art 2021: Celebrating the Creative Spirit of New York City Kids,"June 17–October 24, 2021",https://www.metmuseum.org/exhibitions/listings/2021/ps-art-2021,"P.S. Art is an annual celebration of achievement in the arts in New York City public schools. This juried exhibition of work by talented young artists showcases the creativity of 152 prekindergarten through grade 12 students from all five boroughs, including students from District 75, a citywide district serving students with disabilities. The exhibition consists of paintings, prints, sculptures, photographs, mixed-media works, collages, and drawings. Each work of art demonstrates personal expression, imaginative use of media, the results of close observation, and an understanding of artistic processes. Dedicated art teachers support students’ creativity and help them look closely in order to respond to their worlds through art making. As students take art classes from one year to the next, they increase their understanding of art, sharpen their skills, and learn to harness their imaginations for artistic expression. This exhibition celebrates the students’ journeys and discoveries from early childhood to young adulthood. Moreover, the work on view and accompanying student statements are a testament to the creativity and resilience of teachers and students working in remote, onsite, and hybrid environments as a result of the COVID-19 pandemic. A panel of arts specialists from the Department of Education and Studio in a School selected 289 semifinalists from almost eight hundred submissions. A jury of distinguished members of the New York City arts community, including staff of The Met, met virtually to choose the works on display in P.S. Art 2021 . Interspersed among the actual works on view are a number of labels with reproductions of works—a poignant reminder of the challenges faced in the creation of this year's exhibition due to the global pandemic. We will place the missing works on view as we receive them. The New York City Department of Education would like to thank The Metropolitan Museum of Art for generously mounting, hosting, and helping to select works for this exhibition in the Ruth and Harold D. Uris Center for Education. The Department of Education also gratefully acknowledges Studio in a School NYC for its sponsorship and substantial role in the coordination of P.S. Art 2021 . Hear From the Artists"
2021,"The Medici: Portraits and Politics, 1512–1570","June 26–October 11, 2021",https://www.metmuseum.org/exhibitions/listings/2021/medici-portraits-and-politics,"Some of the greatest portraits of Western art were painted in Florence during the tumultuous years from 1512 to 1570, when the city was transformed from a republic with elected officials into a duchy ruled by the Medici family. The key figure in this transformation was Cosimo I de’ Medici, who became Duke of Florence in 1537, following the assassination of his predecessor, Alessandro de’ Medici. Cosimo shrewdly employed culture as a political tool in order to convert the mercantile city into the capital of a dynastic Medicean state, enlisting the leading intellectuals and artists of his time and promoting grand architectural, engineering, and artistic projects. Through Giorgio Vasari's famous written work Lives of the Artists , which was dedicated to the duke, Florence was promoted as the cradle of the Renaissance. Through an outstanding group of portraits, this major loan exhibition will introduce visitors to the various new and complex ways that artists portrayed the elite of Medicean Florence, representing the sitters’ political and cultural ambitions and conveying the changing sense of what it meant to be a Florentine at this defining moment in the city’s history. The exhibition will feature over 90 works in a wide range of mediums, from paintings, sculptural busts, medals, and carved gemstones to drawings, etchings, manuscripts, and armor. Included are works by the period’s most celebrated artists, from Raphael, Jacopo Pontormo, and Rosso Fiorentino to Benvenuto Cellini, Agnolo Bronzino, and Francesco Salviati. Accompanied by a catalogue. Virtual Group Tours available by request. #MetMedici “The sweep of Italian history and art history in dazzling portraits from the [Medici] dynasty’s final hurrah, on view in a sumptuous exhibition at the Met.” — The New York Times “An absorbing new exhibition” — Washington Post “ A spectacular exhibition... Organized around fabulous loans from far-flung lenders and a deeply intellectual premise, ‘Medici Portraits ’ would be a feat in any climate. In a pandemic, it’s a triumph. ” — Wall Street Journal “ The Medici offers a stimulating balance of spectacular art and behind-the-scenes machination that played equal parts in defining one of the most famous periods in history.” — Forbes Lead corporate sponsorship is provided by Bank of America. Major support is provided by David S. Winter. Additional funding is provided by the Sherman Fairchild Foundation, the William Randolph Hearst Foundation, Alice Cary Brown and W.L. Lyons Brown, the Gail and Parker Gilbert Fund, Laura and John Arnold, the Diane Carol Brandt Fund, the Hata International Foundation, Mr. and Mrs. J. Tomilson Hill,  Denise and Andrew Saul, and The International Council of The Metropolitan Museum of Art. The exhibition is supported by an indemnity from the Federal Council on the Arts and the Humanities. The catalogue is made possible by the Drue E. Heinz Fund. Additional support is provided by Jon and Barbara Landau, Trinity Fine Art, Filippo Benappi, the Colnaghi Foundation, Marco Voena, the Malcolm Hewitt Wiener Foundation, and the Samuel H. Kress Foundation. The Primer Welcome to a world of power struggles and political intrigue: Renaissance Italy. Before you visit the exhibition, get a first look at how a teenager in Florence leveraged art and personal connections to elevate the Medici brand. Check out the Medici Portraits Primer. Exhibition Audio Guide If you think influencer culture is a twenty-first-century invention, listen to this podcast about Cosimo I de’ Medici. Only a teenager when he became duke, he leveraged art and his community to reinvent the Medici name in his rise to power in sixteenth-century Florence. Commentary by Alessandro Lai, costume designer for the Netflix series Medici ; Jenny Tiramani, head of the School of Historical Dress; contemporary portraitist Bisa Butler; and Renaissance scholars Linda Wolk-Simon and Victoria Kirkham. Narrated by Edoardo Ballerini. Listen to the Audio Guide here . Related Videos"
2021,The New Woman Behind the Camera,"July 2–October 3, 2021",https://www.metmuseum.org/exhibitions/listings/2021/new-woman-behind-the-camera,"The New Woman of the 1920s was a powerful expression of modernity, a global phenomenon that embodied an ideal of female empowerment based on real women making revolutionary changes in life and art. Featuring more than 120 photographers from over 20 countries, this groundbreaking exhibition explores the work of the diverse “new” women who embraced photography as a mode of professional and artistic expression from the 1920s through the 1950s. During this tumultuous period shaped by two world wars, women stood at the forefront of experimentation with the camera and produced invaluable visual testimony that reflects both their personal experiences and the extraordinary social and political transformations of the era. The exhibition is the first to take an international approach to the subject, highlighting female photographers’ innovative work in studio portraiture, fashion and advertising, artistic experimentation, street photography, ethnography, and photojournalism. Among the photographers featured are Berenice Abbott, Ilse Bing, Lola Álvarez Bravo, Florestine Perrault Collins, Imogen Cunningham, Madame d’Ora, Florence Henri, Elizaveta Ignatovich, Consuelo Kanaga, Germaine Krull, Dorothea Lange, Dora Maar, Tina Modotti, Niu Weiyu, Tsuneko Sasamoto, Gerda Taro, and Homai Vyarawalla. Inspired by the global phenomenon of the New Woman, the exhibition seeks to reevaluate the history of photography and advance new and more inclusive conversations on the contributions of female photographers. Virtual Group Tours available by request. The exhibition is made possible in part by the Horace W. Goldsmith Foundation, The Daniel and Estrellita Brodsky Foundation, and the National Endowment for the Arts. It is organized by the National Gallery of Art, Washington, in association with The Metropolitan Museum of Art, New York.  The New Woman Behind the Camera Virtual Opening Germaine Krull’s Queer Vision Once the toast of Paris, avant-garde photographer Germaine Krull held a mirror to queer life in interwar France. Read on Perspectives ."
2021,Shapes from Out of Nowhere: Ceramics from the Robert A. Ellison Jr. Collection,"February 22–August 29, 2021",https://www.metmuseum.org/exhibitions/listings/2021/shapes-from-out-of-nowhere,"Shapes from Out of Nowhere: Ceramics from the Robert A. Ellison Jr. Collection celebrates an extraordinary gift of 125 modern and contemporary ceramics from Robert A. Ellison Jr., made to The Met in honor of the Museum’s 150th anniversary. The exhibition will present a selection of over 75 works from this unparalleled collection that charts the evolution of abstraction in clay from the second half of the twentieth century through the present. The exhibition highlights the myriad approaches embraced by artists who have challenged the long history of clay and its reliance on the potter’s wheel—from slight deviations of traditional vessel forms to deconstructions that reject utility and exploit the boundless experimentation that clay affords. Mid-twentieth-century by artists Axel Salto, Ken Price, Toshiko Takaezu, Katherine Choy, Peter Voulkos, and Win Ng, are seen alongside contemporary creations by Aneta Regel, Kathy Butterly, Syd Carpenter, and Lynda Benglis—artists who continue to expand the possibilities of the medium. Included in the exhibition are eight striking works by the late nineteenth-century artist George Ohr. These loans from Ellison’s private collection attest to Ohr’s radical vision and foreshadow the embrace of abstraction and nonrepresentational forms by artists in the 1950s and 60s. Ellison’s extraordinary gift and this exhibition represent over forty years of collecting ceramics, a passion that eventually crystallized into the singular approach of nonrepresentational form in clay. Shapes from Out of Nowhere: Ceramics from the Robert A. Ellison Jr. Collection presents the work of forty-nine artists whose works reject any lingering ideas of medium-based hierarchies and celebrates artistic expression. With heavy hearts we acknowledge the passing of Robert A. Ellison Jr. on July 9, 2021. The exhibition is made possible by The Modern Circle."
2021,Alice Neel: People Come First,"March 22–August 1, 2021",https://www.metmuseum.org/exhibitions/listings/2021/alice-neel,"Alice Neel: People Come First is the first museum retrospective in New York of American artist Alice Neel (1900–1984) in twenty years. This ambitious survey positions Neel as one of the century’s most radical painters, a champion of social justice whose longstanding commitment to humanist principles inspired her life as well as her art, as demonstrated in the approximately one hundred paintings, drawings, and watercolors that will appear in The Met’s survey. Images of activists demonstrating against fascism and racism appear alongside paintings of impoverished victims of the Great Depression, as well as portraits of Neel’s neighbors in Spanish Harlem, leaders from a wide range of political organizations, queer artists and performers, and members of New York’s global diaspora. The exhibition also highlights Neel’s erotic watercolors and pastels from the 1930s, her depictions of mothers, and her paintings of nude figures (some of them visibly pregnant), all of whose candor and irreverence are without precedent in the history of Western art. Neel was a longtime resident of New York, and the city served as her most faithful subject. Indeed, the sum total of her work testifies to the drama of its streets, the quotidian beauty of its buildings, and, most importantly, the diversity, resilience, and passion of its residents. “For me, people come first,” Neel declared in 1950. “I have tried to assert the dignity and eternal importance of the human being.” Accompanied by a catalogue . #MetAliceNeel “A perfect show for right now” — Washington Post “It’s inspiring to see how alert and endlessly curious she was about meeting new people, getting to know them, and capturing their essence” — Observer “ Neel pays scrupulous attention to details other artists might gloss over. ” — Wall Street Journal “Alice Neel is a great artist, and among the greatest portraiturists that’s ever lived."" — WNYC “Experiencing Neel’s work at the Met— after a full year of loss and social upheaval— her gigantic vision, perseverance, and the tragedies of her life tell us that we could be heroes like her and the people she painted.""— Vulture The exhibition is made possible by the Barrie A. and Deedee Wigmore Foundation. Major support is provided by the Adrienne Arsht Fund for Resilience through Art. Additional funding is provided by Angela A. Chao and Jim Breyer, Agnes Gund, and the Jane and Robert Carroll Fund. It is organized by The Metropolitan Museum of Art in association with the Guggenheim Museum Bilbao and The Fine Arts Museums of San Francisco. The catalogue is made possible by the Samuel I. Newhouse Foundation, Inc., Daryl and Steven Roth, Sueyun Locks, the Locks Foundation, and the Antoinette Kraushaar Fund.  Preview the Exhibition Virtual Opening The Primer New York City was Alice Neel’s greatest muse. This Primer explores how, for nearly sixty years, its people, activism, energy, and beauty fed into her radical, timeless paintings. Check out the Alice Neel Primer. Audio Listen to a podcast from home or in the galleries featuring the celebrated painter Alice Neel speaking about her life, inspiration, and “radical humanism.” Interviews with artists Jordan Casteel and Miguel Luciano, and curator Jasmine Wahi, illuminate how Neel’s art, activism, and fight for social justice resonate today. Additional Content Learn more about one of the 20th century’s most radical painters, a champion of social justice whose humanist principles inspired her life and art. "
2021,Selections from the Department of Drawings and Prints: Materials and Techniques,"April 29–July 26, 2021",https://www.metmuseum.org/exhibitions/listings/2021/drawings-and-prints-materials-and-techniques,"The Department of Drawings and Prints boasts more than one million drawings, prints, and illustrated books made in Europe and the Americas from around 1400 to the present day. Because of their number and sensitivity to light, the works can only be exhibited for a limited period and are usually housed in on-site storage facilities. To highlight the vast range of works on paper, the department organizes four rotations a year in The Robert Wood Johnson, Jr. Gallery. Each installation is the product of a collaboration among curators and consists of up to one hundred objects grouped by artist, technique, style, period, or subject. During the celebration of the Museum's 150th anniversary, the Department of Drawings and Prints presents four thematic installations that take an in-depth look at the fabric of its collections. This fourth installation is designed to elucidate the broad range of materials and techniques used by artists in Europe and the United States to create works on paper from the Renaissance to the present day. Different sections of the gallery offer explanations and varied examples of works featuring materials such as graphite, ink and wash, chalk, watercolor, and pastel, and techniques such as woodcut, engraving, lithography, and screenprint. With examples chosen from across cultures and time periods, the selection highlights technical facility and innovation. The Materials and Techniques of Drawings and Prints How are artworks on paper created? Discover more about the various techniques featured in the exhibition in this online feature of illustrated explainers."
2021,Karl Bodmer: North American Portraits,"April 5–July 25, 2021",https://www.metmuseum.org/exhibitions/listings/2021/karl-bodmer-north-american-portraits,"Swiss-born Karl Bodmer (1809–1893) was one of the first and most accomplished European artists to document the landscape of the North American interior and its Indigenous peoples. He was hired by the German explorer and naturalist Maximilian, Prince of Wied-Neuwied, to accompany an expedition to the northwestern reaches of the Missouri River in 1833–34. Together they traveled from Saint Louis through the tribal lands of the Omaha, Mandan, Hidatsa, and Blackfoot, among many Plains nations where Bodmer executed watercolor portraits in situ. A meticulous draftsman, he produced portraits that are notable for their sensitivity of depiction and subtle, refined brushwork. Bodmer’s precise observation of his sitters—in facial likeness, body decoration, and regalia—conveys eyewitness testimony to the lives of specific individuals and the complexity of cultural encounters. The exhibition features thirty-five portraits, along with six landscape and genre scenes, and several related aquatints, all from the comprehensive Bodmer holdings of the Joslyn Art Museum in Omaha. #BodmerPortraits ""Pathbreaking exhibition""— The Magazine Antiques The exhibition is made possible by the Warner Foundation Fund and the Louis and Virginia Clemente Foundation Fund. It is organized by the Margre H. Durham Center for Western Studies, Joslyn Art Museum, in association with The Metropolitan Museum of Art. Virtual Public Programs"
