Year,Title,Duration,URL,Description,Description_filtered
2023,Philip Guston: What Kind of Man Am I?,"May 25–August 1, 2023",https://www.metmuseum.org/exhibitions/philip-guston,"Philip Guston (1913–1980) was born in Montreal to immigrants who had fled the persecution of Jews in Odessa, in present-day Ukraine, a decade earlier. Raised in Los Angeles, he worked in the Midwest for part of the 1940s and settled permanently in New York in 1949, dividing his time between Manhattan and his studio in Woodstock. Although Guston is often associated with Abstract Expressionism, his career is too expansive to be understood solely in relationship to that movement. By the late 1960s, he was forging a singular path.This installation, which features eight works created during the last eleven years of Guston’s life, celebrates anextraordinary promised giftof two hundred and twenty paintings and drawings from the artist’s daughter Musa Guston Mayer. Thanks to Mayer’s generosity, The Met will become the largest repository of Guston’s work and the future center for its study.Guston consistently interrogated his purpose and identity as an artist, giving rise to a self-reflexive body of work that embraces both abstract and representational content. He grappled openly with symbols of evil and prejudice and explored the experience of mortality and vulnerability, especially in the late work seen here. Guston’s art engages unflinchingly with some of the most distressing aspects of human nature. At the same time, there is great pleasure to be had in his paintings, whose colors, brushwork, and materiality indulge close looking. Contradictions such as these go to the heart of Guston’s practice, endowing it with aesthetic and philosophical urgency. #MetGuston  ",bear immigrant flee persecution present day decade raise work part 1940 settle divide time studio associate career expansive understand relationship movement late 1960 forge singular path installation feature work create last year life celebrate anextraordinary promise painting drawing artist daughter thank generosity become large repository work future center study interrogate purpose identity artist give rise self reflexive body work embrace abstract representational content grapple symbol evil prejudice explore experience mortality vulnerability late work see art engage distressing aspect human nature same time be great pleasure have painting color brushwork materiality indulge look contradiction such go heart practice endow aesthetic philosophical urgency
2023,Baseball Cards from the Collection of Jefferson R. Burdick,"January 26–July 18, 2023",https://www.metmuseum.org/exhibitions/burdick-collection-baseball-cards,"An integral part of the Museum’s collection of ephemera, the Burdick collection of baseball cards tells the history of popular printmaking in the United States. In 1947, after having approached A. Hyatt Mayor, the Museum’s curator of prints and photographs, the Syracuse electrician Jefferson R. Burdick (1900–1963) began to donate in large batches his entire collection of more than 30,000 baseball cards—along with another 303,000 trade cards, postcards, and posters—to The Met. The baseball cards collected by Burdick represent the most comprehensive public collection outside of the Baseball Hall of Fame in Cooperstown, New York.This exhibition features over one hundred thirty cards produced between 1887 and 1953. Collectively, they illustrate the history of baseball from the dead-ball era, at the turn of the nineteenth century, through the golden age and modern era of the sport. Produced using various types of media—from photography to lithography—the cards feature legends of the game as well as lesser-known players, owners, and teams that have contributed to the history of the game.",integral part collection ephemera collection baseball card tell history popular printmaking approach curator print photograph electrician begin donate large batch entire collection more baseball card trade card postcard poster baseball card collect represent comprehensive public collection exhibition feature card produce illustrate history baseball dead ball era turn nineteenth century golden age modern era sport produce use various type medium photography lithography card feature legend game know player owner team contribute history game
2023,Karl Lagerfeld: A Line of Beauty,"May 5–July 16, 2023",https://www.metmuseum.org/exhibitions/a-line-of-beauty,"The Costume Institute’s spring 2023 exhibition will examine the work of Karl Lagerfeld (1933–2019). Focusing on the designer’s stylistic vocabulary as expressed in aesthetic themes that appear time and again in his fashions from the 1950s to his final collection in 2019, the show will spotlight the German-born designer’s unique working methodology. Most of the approximately 150 pieces on display will be accompanied by Lagerfeld’s sketches, which underscore his complex creative process and the collaborative relationships with his premières, or head seamstresses. Lagerfeld’s fluid lines united his designs for Balmain, Patou, Chloé, Fendi, Chanel, and his eponymous label, Karl Lagerfeld, creating a diverse and prolific body of work unparalleled in the history of fashion. To access the booklet of all large-print exhibition text, clickhere. This exhibition contains ambient audio. For assistive listening, clickhere. Listen to anexhibition playlistcreated by Michel Gaubert, the Paris-based music supervisor who frequently collaborated with Karl Lagerfeld. #ALineofBeauty The exhibition is made possible by Major support is provided by Additional support is provided by       ",spring exhibition examine work focus designer stylistic vocabulary express aesthetic theme appear time fashion final collection show spotlight bear designer unique work methodology Most piece display accompany sketch underscore complex creative process collaborative relationship première head seamstress fluid line unite design eponymous label create diverse prolific body work unparalleled history fashion access booklet large print exhibition text clickhere exhibition contain ambient audio assistive listening clickhere listen anexhibition playlistcreate base music supervisor collaborate exhibition make possible major support provide additional support provide
2023,"Juan de Pareja, Afro-Hispanic Painter","April 3–July 16, 2023",https://www.metmuseum.org/exhibitions/juan-de-pareja,"This exhibition offers an unprecedented look at the life and artistic achievements of seventeenth-century Afro-Hispanic painter Juan de Pareja (ca. 1608–1670). Largely known today as the subject of The Met’siconic portraitby Diego Velázquez, Pareja—who was born in Antequera, Spain—was enslaved in Velázquez’s studio for over two decades before becoming an artist in his own right. This presentation is the first to tell his story and examine the ways in which enslaved artisanal labor and a multiracial society are inextricably linked with the art and material culture of Spain’s “Golden Age.” Representations of Spain’s Black and Morisco populations in works by Francisco de Zurbarán, Bartolomé Esteban Murillo, and Velázquez join works that chart the ubiquity of enslaved labor across media, from sculpture to silver. The Met’s portrait, executed by Velázquez in Rome in 1650, is contextualized by his other portraits from this period and the original document whereby Pareja was freed upon return to Madrid. The exhibition culminates in the first gathering of Pareja’s rarely seen paintings, some of enormous scale, which engage with the canons of Western art while reverberating throughout the African diaspora. Harlem Renaissance collector and scholar Arturo Schomburg was vital to the recovery of Pareja’s work and serves as a thread connecting seventeenth-century Spain with twentieth-century New York, providing a lens through which to view the multiple histories that have been written about Pareja. Accompanied by a publication. The exhibition is made possible by the Sherman Fairchild Foundation. Major support is provided by Denise Sobel. Additional funding is provided by Laura and John Arnold, Fundación María Cristina Masaveu Peterson, Ann M. Spruill and Daniel H. Cantwell, and The Met’s Fund for Diverse Art Histories. This exhibition is supported by an indemnity from the Federal Council on the Arts and the Humanities. The catalogue is made possible by Denise Sobel. Hear scholars of Afro-Hispanic life in seventeenth-century Spain discuss the career and legacy of Juan de Pareja.",exhibition offer unprecedented look life artistic achievement seventeenth century hispanic painter know today subject portraitby bear enslave studio decade become artist own right presentation first tell story examine way enslave artisanal labor multiracial society link art material culture representation population work join work chart ubiquity enslave labor medium sculpture silver portrait execute contextualize other portrait period original document free return exhibition culminate first gathering see painting enormous scale engage canon western art reverberate african diaspora collector scholar vital recovery work serve thread connect seventeenth century twentieth century provide lens view multiple history write accompany publication exhibition make possible major support provide additional funding provide exhibition support indemnity catalogue make possible hear scholar hispanic life seventeenth century discuss career legacy
2023,"The Facade Commission: Hew Locke,Gilt","September 15, 2022–May 30, 2023",https://www.metmuseum.org/exhibitions/hew-locke-gilt,"Giltis the third in a series of commissions for The Met’s historic facade. Borrowing the format of trophies—emblems of competition and victory—Hew Locke has created four sculptures that reflect on the exercise and representation of power. These works feature details inspired by objects in The Met collection, many rendered unfamiliar through appropriation, fragmentation, and recombination. Relying on an aesthetic of excess and artifice,Giltleverages the relationship between guilt and gold across 3,000 years of art history, exploring the routes objects travel over time as well as the material and symbolic values that accrues to them as they change hands. Hew Locke was born in Edinburgh, Scotland, in 1959 and raised in Guyana, a multiracial, multicultural nation in South America that was formed in the crucible of indigeneity, European colonialism, the African slave trade, and Indian indentureship. He and his family arrived in Guyana in 1966, just as the country was establishing its independence from British rule. Locke returned to the United Kingdom in 1980, travelling alongside a wave of immigrants from Britain’s current and former colonies in the Caribbean. He completed a BA in Fine Art at Falmouth School of Art in 1988 and an MA in Sculpture at the Royal College of Art in 1994. He has resided full time in London since 1989.   The exhibition is made possible by the Jane and Robert Carroll Fund, Art Mentor Foundation Lucerne, and Cynthia Hazen Polsky and Leon B. Polsky.",giltis third series commission historic facade borrow format trophy emblem competition victory create sculpture reflect exercise representation power work feature detail inspire object collection many render unfamiliar appropriation fragmentation recombination rely aesthetic excess artifice relationship guilt gold year art history explore route object travel time material symbolic value accrue change hand bear raise multiracial multicultural nation form crucible indigeneity european colonialism african slave trade indian indentureship family arrive country establish independence british rule return travel wave immigrant current former colony complete ba reside full time exhibition make possible
2023,Scholastic Art & Writing Awards: New York City Regional Exhibition,"March 24–May 21, 2023",https://www.metmuseum.org/exhibitions/scholastic-awards-2023,"This exhibition features more than 500 works of art and writing by New York City teens who received the highest regional recognition in the 2023 Scholastic Art & Writing Awards—the Gold Key Award. Presented by the Alliance for Young Artists & Writers, the Scholastic Awards are the longest-running and most prestigious recognition program for creative teens in the United States. The Met is honored to host this annual exhibition and celebrate the creativity of these young artists.This year more than 3,000 students in grades 7 to 12 entered nearly 12,000 works to the New York City Region of the Scholastic Art & Writing Awards, encompassing almost 300 schools in all five boroughs. In addition, more than 100 literary and visual arts professionals served as judges, selecting works based on originality, technical skill, and emergence of a personal voice or vision.The Alliance for Young Artists & Writers’ mission is to identify students with exceptional artistic and literary talent and present their visionary work to the world through recognition, exhibition, publication, and scholarships. Established in 1923, the Scholastic Art & Writing Awards bring the work of young people to regional and national audiences. Former recipients include artists Andy Warhol, Cy Twombly, Kay WalkingStick, and John Baldessari—all represented in The Met collection—and writers Sylvia Plath, Truman Capote, and Joyce Carol Oates.Learn more about theAlliance for Young Artists & Writers and the Scholastic Art & Writing Awardsor connect on Instagram @artandwriting #goldkey. For more information contact info@artandwriting.org.See a complete list of 2023 New York City Scholasticart award recipientsandwriting award recipients.  The NYC Scholastic Awards are administered by the Alliance for Young Artists & Writers in collaboration with The New School’s Open Campus, Parsons School of Design, and Eugene Lang College of Liberal Arts. This exhibition is sponsored, in part, by generous support from Scholastic Inc., Maurice R. Robinson Fund, Blick Art Materials, Dedalus Foundation, William Talbott Hillman Foundation, Wolf Kahn Foundation, Cowles Charitable Trust, and by public funds from the New York City Department of Cultural Affairs in partnership with the City Council.",exhibition feature more work art writing teen receive high regional recognition present run prestigious recognition program creative teen honor host annual exhibition celebrate creativity young artist year more student grade enter work encompass school borough addition more literary visual art professional serve judge select work base originality technical skill emergence personal voice vision mission identify student exceptional artistic literary talent present visionary work world recognition exhibition publication scholarship establish bring work young people regional national audience former recipient include artist represent collection writer learn more thealliance connect goldkey more information contact info@artandwriting.org see complete list award recipient administer collaboration exhibition sponsor part generous support public fund partnership
2023,Innocence and Experience: Selections from the Department of Drawings and Prints,"February 9–May 16, 2023",https://www.metmuseum.org/exhibitions/innocence-experience,"The Department of Drawings and Prints boasts more than one million drawings, prints, and illustrated books made in Europe and the Americas from around 1400 to the present day. Because of their number and sensitivity to light, the works can only be exhibited for a limited period and are usually housed in on-site storage facilities. To highlight the vast range of works on paper, the department organizes four rotations a year in the Robert Wood Johnson, Jr. Gallery. Each installation is the product of a collaboration among curators and consists of up to 100 objects grouped by artist, technique, style, period, or subject. This installation considers how artists working in early Renaissance Italy, late Georgian Britain, and nineteenth-century Europe and America sought new approaches to record and shape visual imagery. Sections also focus on representations of motherhood and on portraiture. Early Italian drawings, ranging from model book sheets to sketches after nature, give insight into the emerging centrality of the medium to the artistic process. The selection illuminates popular workshop practices and explores the ways in which painters and sculptors relied on the exercise of drawing to record designs, develop compositions, and hone their craft. William Blake offered late Georgian Britons a radical new vision, revealed here through a treasured copy of his Songs of Innocence and Experience, acquired soon after the Print Department was established. These small, vibrant images are placed in conversation with Blake’s large relief etchings and Biblical watercolors, and works by his British contemporaries. Prints and drawings by nineteenth-century European, British, and American artists convey the intimate relationship of mother and child. From formal portraits to scenes of the private sphere, these works communicate the tenderness and tribulations of early motherhood. Finally, a group of etched portraits brings together artists, especially printmakers, in the circle of Edouard Manet and Edgar Degas.",boast more drawing print illustrate book make present day number sensitivity light work exhibit limited period house site storage facility highlight vast range work paper department organize rotation year installation product collaboration curator consist object group artist technique style period subject installation consider artist work early late nineteenth century seek new approach record shape visual imagery section focus representation motherhood portraiture early italian drawing range model book sheet sketch nature give insight emerge centrality medium artistic process selection illuminate popular workshop practice explore way painter sculptor rely exercise draw record design develop composition hone craft offer late radical new vision reveal treasured copy acquire establish small vibrant image place conversation large relief etching biblical watercolor work british contemporary print drawing nineteenth century european british american artist convey intimate relationship mother child formal portrait scene private sphere work communicate tenderness tribulation early motherhood group etched portrait bring artist printmaker circle
2023,Decorated Paper: A Selection of Publications in Watson Library,"January 5–April 18, 2023",https://www.metmuseum.org/exhibitions/decorated-paper,"“You cannot make granulating paint; you have to wait for it. It is a gift.” — Karli Frigge,The Magic of Marbling(2020) Karli Frigge’s quote embodies the humility of so many master paper artists who, after years of learning and experimentation, have created works of awe-inspiring technical achievement and aesthetic beauty. Since its early days in the late nineteenth century, The Met’s research library has acquired books and catalogs on the history of papermaking and decoration. Subjects include the history of American, European, Chinese, Japanese, and Southeast Asian paper; marbling from the Islamic world; and studies of other writing media such as papyrus and parchment. In the past twenty years, Watson’s collection of paper arts has been enhanced by hundreds of gifts and purchases funded by the Friends of Thomas J. Watson Library. In 2016, the Library received a substantial gift from Mary C. Schlosser, a past president of the Guild of Book Workers and Grolier Club member. A rich and varied collection, the Schlosser gift consists of 450 monographs, exhibition and trade catalogs, and periodicals on the arts of bookbinding, decorated paper, and papermaking. These include: important Bird & Bull Press titles; instructional guides; artists' books; the complete series ofHand Papermaking;andHandmade Papers of the World(Tokyo, 1979). Other major texts in Watson Library’s collection includeOeuvres du Marquis de Villete(Langlée, France, 1786), the earliest European example of paper printed entirely from plant fibers; the works of American artist Claudia Cohen; and numerous publications by the German-Turkish marbling artist Nedim Sönmez. We are pleased to have seventeen publications by Karli Frigge, the finest marbler of her generation. Decorated Paper: A Selection of Publications in Watson Librarypresents a selection of treasures from the library’s collection that teach us about contemporary and historical decorated paper methods, such as paste paper; the many methods of marbling in the West, Japan, and Turkey; and the block-printed papers of Japan and Southeast Asia. What is apparent in all the books in the library’s paper arts collection is a love of making ornamented paper and the joy of sharing it. Decorated paper, in all its variations, lifts spirits, enlightens, and imparts a sense of magic.",make granulating paint have wait gift Marbling(2020 quote embody humility many master paper artist year learning experimentation create work awe inspire technical achievement aesthetic beauty early day late nineteenth century research library acquire book catalog history papermaking decoration subject include history american european southeast asian paper marble islamic world study other writing medium such papyrus parchment past year collection paper art enhance hundred gift purchase fund receive substantial gift past president member rich varied collection gift consist monograph exhibition trade catalog periodical art bookbinding decorate paper papermaking include important title instructional guide artist book complete series other major text collection includeoeuvre early european example paper print plant fiber work american artist numerous publication german turkish marbling artist pleased have publication fine marbler generation selection treasure library collection teach contemporary historical decorate paper method such paste paper many method marbling block print paper apparent book library paper art collection love make ornament paper joy share decorate paper variation lift spirit enlighten impart sense magic
2023,Beyond the Light: Identity and Place in Nineteenth-Century Danish Art,"January 26–April 16, 2023",https://www.metmuseum.org/exhibitions/beyond-the-light,"Denmark in the nineteenth century experienced the disastrous fallout of the Napoleonic Wars, the devastating bombardment of Copenhagen, bankruptcy, and mounting antagonism with Germany. Yet, this sociopolitical and economic tumult also gave rise to a vibrant cultural and philosophical environment for nineteenth-century Danish artists.Beyond the Lightplaces the drawings, oil sketches, and paintings created by these artists firmly in this period, one that witnessed the transformation of a once-powerful Denmark into a small, somewhat marginalized country at the edge of Europe. Danish artists forged a close-knit community during this time, and the artworks they created explore notions of place, identity and belonging, and what it means to travel and return home.The exhibition features approximately 100 works from The Met collection, SMK – The National Gallery of Denmark, and several American collections, and highlights such artists as Christoffer Wilhelm Eckersberg, Christen Købke, Constantin Hansen, Martinus Rørbye, and Vilhelm Hammershøi as well as lesser-known figures like Anton Melbye, Johan Thomas Lundbye, Peter Christian Skovgaard, and Heinrich Gustav Ferdinand Holm, among others. The exhibition is made possible by Gilbert and Ildiko Butler. Additional support is provided by The Schiff Foundation. The exhibition is organized by The Metropolitan Museum of Art and the J. Paul Getty Museum, in collaboration with SMK – The National Gallery of Denmark. Accompanied by a catalogue published by The Met. The catalogue is made possible by the New Carlsberg Foundation. Additional support is provided by the Drue E. Heinz Fund and the Tavolozza Foundation.",denmark nineteenth century experience disastrous fallout devastating bombardment bankruptcy mount antagonism sociopolitical economic tumult give rise vibrant cultural philosophical environment nineteenth century danish artist drawing oil sketch painting create artist period witness transformation powerful small marginalized country edge danish artist forge knit community time artwork create explore notion place identity belonging mean travel return home exhibition feature work collection several american collection highlight such artist know figure other exhibition make possible additional support provide exhibition organize collaboration accompany catalogue publish catalogue make possible additional support provide
2023,Lives of the Gods: Divinity in Maya Art,"November 21, 2022–April 2, 2023",https://www.metmuseum.org/exhibitions/gods-divinity-maya-art,"In Maya art, the gods are depicted at all stages of life: as infants, as adults at the peak of their maturity and influence, and as they age. The gods could die, and some were born anew, serving as models of regeneration and resilience. InLives of the Gods: Divinity in Maya Art, rarely seen masterpieces and recent discoveries trace the life cycle of the gods, from the moment of their creation in a sacred mountain to their dazzling transformations as blossoming flowers or fearsome creatures of the night. Maya artists, who lived in what is now Belize, El Salvador, Guatemala, Honduras, and Mexico, depicted the gods in imaginative ways from the monumental to the miniature—from exquisitely carved, towering sculptures to jade, shell, and obsidian ornaments that adorned kings and queens, connecting them symbolically to supernatural forces. Finely painted ceramics reveal the eventful lives of the gods in rich detail. Created by master artists of the royal cities of the Classic period (A.D. 250–900) Maya, the nearly 100 landmark works inLives of the Godsevoke a world in which the divine, human, and natural realms are interconnected and alive. To access the booklet of all in-gallery labels, clickhere. The exhibition is made possible by the William Randolph Hearst Foundation, the Placido Arango Fund, the Diane W. and James E. Burke Fund, the Gail and Parker Gilbert Fund, the Mellon Foundation, and The International Council of The Metropolitan Museum of Art. It is organized by The Metropolitan Museum of Art and the Kimbell Art Museum. The catalogue is made possible by the Samuel I. Newhouse Foundation, Inc. Additional support is provided by the Mellon Foundation and the Doris Duke Fund for Publications.    In the town of Santa Cruz Verapaz, Guatemala, young dancers perform a mythical story that explains the origins of social institutions and the rationale for religious rituals dedicated to the gods of the earth and the mountains. Ancient artists depicted scenes from related narratives on ceramic vessels, including some vessels in this exhibition. This video shows the Dance of the Macaws, described through the words of members of the dance group, in the Poqomchi’ Maya language.    Listen to exhibition curators discuss a who’s who of Maya gods, hear Classic Mayan inscriptions read aloud, and learn stories from speakers of Poqomchi’, one of many Mayan languages in use today. Clickhereto listen.  Maya artists mined a rich body of mythological lore to visualize their gods in imaginative ways. Read more on Perspectives.",art god depict stage life infant adult peak maturity influence age god die bear serve model regeneration resilience inlive divinity see masterpiece recent discovery trace life cycle god moment creation sacred mountain dazzle transformation blossoming flower fearsome creature night artist live depict god imaginative way monumental miniature carve tower sculpture jade shell obsidian ornament adorn king queen connect supernatural force paint ceramic reveal eventful life god rich detail create master artist royal city period landmark work inlive world divine human natural realm interconnect alive access booklet gallery label clickhere exhibition make possible organize catalogue make possible additional support provide town young dancer perform mythical story explain origin social institution rationale religious ritual dedicate god earth mountain ancient artist depict scene related narrative ceramic vessel include vessel exhibition video show describe word member dance group language listen exhibition curator discuss ’ god hear inscription read learn story speaker many language use today listen artist mine rich body mythological lore visualize god imaginative way read perspective
2023,Water Memories,"June 23, 2022–April 2, 2023",https://www.metmuseum.org/exhibitions/water-memories,"Water is the most intimate of all natural resources. We depend on and share our lives with water in its many forms—the soothing trickle of freshwater springs, meandering rivers, the rhythmic waves of a northern Great Lake, the thunderous roar of the ocean, and even debilitating droughts. Water reflects our emotions, awakens the senses, and excites imagination. Across the world, water conservation is a timely and urgent subject. This exhibition explores water’s significance to Indigenous peoples and Nations in the United States through historical, modern, and contemporary artworks. In four thematic sections—Ancestral Connections, Water and Sky, Forests and Streams, and Oceanic Imaginations—diverse aquatic expressions feature both representational and abstract approaches. The variety of items on view—protest fashion, hand-carved children’s toys, glass lamps, oil paintings, photographs, and video—create a current of memories belonging to Native American and non-Native artists. Throughout the exhibition, contemporary Indigenous community members provide individual interpretations and share their personal associations with water. The works collectively reveal how—across time and place—water provides nourishment, sanctuary, and healing while also activating protest, conflict, and complex dialogue.  Cannupa Hanska Luger (Mandan, Hidatsa, Arikara, Lakota, b. 1979)River (The Water Serpent) Oceti Sakowin, North Dakota, 2016 Cannupa Hanska Luger’s mirrored shield epitomizes the values of a Water Protector. Inspired by images of Ukrainian women holding up glass mirrors to riot police, the mirror shields were conceptualized using safe materials and first deployed at Standing Rock in November 2016 at the Oceti Sakowin Camp to stop Dakota Access Pipeline construction from crossing the Missouri River. Engaged here as a serpentine river of light, the shields are both art and defensive measure. Each shield protects against “nonlethal” police munitions—such as rubber bullets and truncheons—weaponized against Water Protectors. The reflective mirror is also defensive, aimed at showing police an image of themselves in hopes of reaching their humanity and making them less violent. The shields speak to a universal humanity grounded in Indigenous values: we all need water to live.—Nick Estes (Kul Wicasa/Lower Brule Sioux Tribe) On-site performance organized in collaboration with Rory Wakemup; morning prayer sung by the Oceti Sakowin main camp announcer; video courtesy of Ginger Dunnill and Cannupa Hanska Luger. ",water intimate natural resource depend share life water many form soothe trickle freshwater spring meander river rhythmic wave northern thunderous roar ocean debilitate drought water reflect emotion awaken sense excite imagination world water conservation timely urgent subject exhibition explore water significance indigenous people historical modern contemporary artwork thematic section diverse aquatic expression feature representational abstract approach variety item view protest fashion hand carve child toy glass lamp oil painting photograph video create current memory belong native american non - native artist exhibition contemporary indigenous community member provide individual interpretation share personal association water work reveal time place water provide nourishment sanctuary healing activate protest conflict complex dialogue mirror shield epitomize value inspire image ukrainian woman hold glass mirror riot police mirror shield conceptualize use safe material deploy stop construction cross engage serpentine river light shield art defensive measure shield protect nonlethal police munition such rubber bullet truncheon weaponize reflective mirror defensive aim show police image hope reach humanity make violent shield speak universal humanity ground indigenous value need water site performance organize collaboration morning prayer sing main camp announcer video courtesy
2023,Chroma: Ancient Sculpture in Color,"July 5, 2022–March 26, 2023",https://www.metmuseum.org/exhibitions/chroma,"Ancient Greek and Roman sculpture was once colorful, vibrantly painted and richly adorned with detailed ornamentation.Chroma: Ancient Sculpture in Colorreveals the colorful backstory of polychromy—meaning “many colors,” in Greek—and presents new discoveries of surviving ancient color on artworks in The Met’s world-class collection. Exploring the practices and materials used in ancient polychromy, the exhibition highlights cutting-edge scientific methods used to identify ancient color and examines how color helped convey meaning in antiquity, and how ancient polychromy has been viewed and understood in later periods.The exhibition features a series of reconstructions of ancient sculptures in color by Prof. Dr. V. Brinkmann, Head of the Department of Antiquity at the Liebieghaus Skulpturensammlung, and Dr. U. Koch-Brinkmann, and introduces a new reconstruction of The Met’s Archaic-period Sphinx finial, completed by The Liebieghaus team in collaboration with The Met.Presented alongside original Greek and Roman works representing similar subjects, the reconstructions are the result of a wide array of analytical techniques, including 3D imaging and rigorous art historical research. Polychromy is a significant area of study for The Met, and the Museum has a long history of investigating, preserving, and presenting manifestations of original color on ancient statuary. The exhibition is made possible by the Aretê Foundation/Betsy and Ed Cohen. Additional support is provided by Mary Jaharis and Cathrin M. Stickney and Mark P. Gorenberg. This exhibition is organized by The Metropolitan Museum of Art, New York City, in collaboration with the Liebieghaus Sculpture Collection, Frankfurt am Main.",greek roman sculpture colorful paint adorn detailed ornamentation colorful backstory polychromy mean many color present new discovery survive ancient color artwork world class collection explore practice material use ancient polychromy exhibition highlight cut edge scientific method use identify ancient color examine color help convey meaning antiquity ancient polychromy view understand later period exhibition feature series reconstruction ancient sculpture color introduce new reconstruction archaic period finial complete team collaboration present original greek roman work represent similar subject reconstruction result wide array analytical technique include 3d imaging rigorous art historical research polychromy significant area study have long history investigate preserving present manifestation original color ancient statuary exhibition make possible additional support provide exhibition organize collaboration main
2023,A New Look at Old Masters,"December 12, 2020–March 26, 2023",https://www.metmuseum.org/exhibitions/a-new-look-at-old-masters,"A New Look at Old Masterswill explore a variety of themes in The Met’s collection of European painting, creating new dialogues among the works and including a large presentation of sculpture. While one gallery will highlight the creation of still life and genre painting in the sixteenth and seventeenth centuries, two others will provide an overview of oil sketches from the sixteenth through the eighteenth centuries, leading up to the Museum's unsurpassed collection of works by Giovanni Battista Tiepolo. A large gallery will display portraiture in the Grand Siècle, juxtaposing outstanding paintings by Peter Paul Rubens and Anthony van Dyck with Charles Le Brun’s monumental family portrait of the banker Everhard Jabach. The eighteenth-century French galleries will take up such themes as the study of expression, François Boucher and the decorative arts, and the role of female artists, who finally found a place in the academy. The Met’s unique collection of French Neoclassical painting, dominated by gifts fromJayne Wrightsman, will be installed with sculptured busts by Jean Antoine Houdon of the essential figures of the Enlightenment: Denis Diderot and Voltaire. These are just a few examples of the novel themes that will be on display. A New Look at Old Mastersis part of theEuropean Paintings Skylights Projectand is a prelude to the final, expansive re-installation of the European Paintings galleries that will take place after the project is completed.",explore variety theme collection european painting create new dialogue work include large presentation sculpture gallery highlight creation life genre painting sixteenth seventeenth century other provide overview oil sketch sixteenth eighteenth century lead unsurpassed collection work large gallery display portraiture juxtapose outstanding painting monumental family portrait banker eighteenth century french gallery take such theme study expression decorative art role female artist find place academy unique collection french neoclassical painting dominate gift instal sculpture bust essential figure few example novel theme display part prelude final expansive re - installation gallery take place project complete
2023,Fictions of Emancipation: Carpeaux Recast,"March 10, 2022–March 5, 2023",https://www.metmuseum.org/exhibitions/carpeaux-recast,"Organized around a single object—the marble bustWhy Born Enslaved!by French sculptor Jean-Baptiste Carpeaux—Fictions of Emancipation: Carpeaux Recastis the first exhibition at The Met to examine Western sculpture in relation to the histories of transatlantic slavery, colonialism, and empire. Created in the wake of American emancipation and some twenty years after the abolition of slavery in the French Atlantic,Why Born Enslaved!was shaped by the enduring popularity of antislavery imagery, the development of nineteenth-century ethnographic theories of racial difference, and France’s colonialist fascination with Africa. The exhibition will explore the sculpture’s place within these contexts. Featuring more than thirty-five works of art in sections unfolding around Carpeaux’s sculpture,Fictions of Emancipationwill offer an in-depth look at portrayals of Black enslavement, emancipation, and personhood with an aim toward challenging the notion that representation in the wake of abolition constitutes a clear moral or political stance. Important works by Josiah Wedgwood, Frédéric Auguste Bartholdi, Charles Cordier, Edmonia Lewis, Louis-Simon Boizot, and others will show how Western artists of the nineteenth century engaged with the Black figure as a political symbol and site of exoticized beauty, while contemporary sculptures by Kara Walker and Kehinde Wiley will connect the dialogue around Carpeaux’s bust to current conversations about the legacies of slavery in the Western world. This exhibition was conceived in collaboration with guest curator Wendy S. Walters and enriched through conversations with numerous intellectual partners. It is one of many projects that the Museum is undertaking in an effort to reassess and broaden the narratives it presents about the past and present. Accompanied by a publication. The exhibition is made possible by the Iris & B. Gerald Cantor Foundation. Additional support is provided by Allen R. Adler and Frances F. L. Beatty. The catalogue is made possible by The Met’s Fund for Diverse Art Histories, Mary J. Wallach, Robert E. Holmes, and the Ford Foundation.",organize single object marble bear enslaved!by french sculptor first exhibition examine western sculpture relation history transatlantic slavery colonialism empire create wake american emancipation year abolition slavery bear shape endure popularity development nineteenth century ethnographic theory racial difference colonialist fascination exhibition explore sculpture place contexts feature more work art section unfold sculpture offer depth look portrayal black enslavement emancipation personhood aim challenge notion representation wake abolition constitute clear moral political stance important work other show western artist nineteenth century engage black figure political symbol site exoticize beauty contemporary sculpture connect dialogue bust current conversation legacy slavery western world exhibition conceive collaboration guest curator enrich conversation numerous intellectual partner many project undertake effort reassess broaden narrative present past present accompany publication exhibition make possible additional support provide catalogue make possible
